Date,State FIPS,County FIPS,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
2020/08/14,2184.0,2164889.0,4133378.0,15858452.0,66560873.0,15692829.0,14962234.0,7875652.0,10367232.0,10685199.0,4080731.0,1619433.0,851397.0,204834.0,221332.0
2020/08/15,2184.0,2164889.0,4569512.0,15422318.0,61584086.0,14853579.0,14104134.0,7416536.0,9638852.0,9387285.0,3503151.0,1507571.0,768799.0,185511.0,218668.0
2020/08/16,2184.0,2164889.0,5043321.0,14948509.0,55506196.0,12684928.0,12716431.0,6745739.0,8679388.0,8274685.0,3209267.0,1634665.0,1024004.0,249744.0,287345.0
2020/08/17,2184.0,2164889.0,4944114.0,15047716.0,61061237.0,13894422.0,13623599.0,7230912.0,9549968.0,10024798.0,3896567.0,1489200.0,822041.0,239990.0,289740.0
2020/08/18,2184.0,2164889.0,4694446.0,15297384.0,58954206.0,13147040.0,12958870.0,6877232.0,9294631.0,9912935.0,3892086.0,1518647.0,792649.0,241375.0,318741.0
2020/08/19,2184.0,2164889.0,4537448.0,15454382.0,63400012.0,14575001.0,14138171.0,7419966.0,9884424.0,10485625.0,4081185.0,1520299.0,771735.0,228780.0,294826.0
2020/08/20,2184.0,2164889.0,4367002.0,15624828.0,63305428.0,15107895.0,14008648.0,7191594.0,9657000.0,10298100.0,4072278.0,1579460.0,854161.0,235749.0,300543.0
2020/08/21,2184.0,2164889.0,4176429.0,15815401.0,66742908.0,15845058.0,14945407.0,7707943.0,10246650.0,10710764.0,4198142.0,1672539.0,900279.0,241481.0,274645.0
2020/08/22,2184.0,2164889.0,4563539.0,15428291.0,62380209.0,15147735.0,14186954.0,7280321.0,9578360.0,9514802.0,3721093.0,1612101.0,818823.0,231860.0,288160.0
2020/08/23,2184.0,2164889.0,5195518.0,14796312.0,50513391.0,11935660.0,11759546.0,6063172.0,7811601.0,7442382.0,2838322.0,1415625.0,852560.0,191641.0,202882.0
2020/08/24,2184.0,2164889.0,4981560.0,15010270.0,56561847.0,13247408.0,12980873.0,6649504.0,8776253.0,9232117.0,3465038.0,1244101.0,611575.0,168470.0,186508.0
2020/08/25,2184.0,2164889.0,4785104.0,15206726.0,59488637.0,13875255.0,13641199.0,7032384.0,9315031.0,9799331.0,3678342.0,1265504.0,561775.0,150166.0,169650.0
2020/08/26,2184.0,2164889.0,4904130.0,15087700.0,55883430.0,12628843.0,12765508.0,6611586.0,8765546.0,9421062.0,3575316.0,1281562.0,567076.0,138023.0,128908.0
2020/08/27,2184.0,2164889.0,4882710.0,15109120.0,58421313.0,13572668.0,13445801.0,6866431.0,9068835.0,9582693.0,3676878.0,1335910.0,645605.0,137386.0,89106.0
2020/08/28,2184.0,2164889.0,4812630.0,15179200.0,57003854.0,12788444.0,13069406.0,6729645.0,8934136.0,9384173.0,3675593.0,1428283.0,748855.0,150972.0,94347.0
2020/08/29,2184.0,2164889.0,5091328.0,14900502.0,58340053.0,13866061.0,13726885.0,7051656.0,9159870.0,8913869.0,3354338.0,1373604.0,650299.0,140761.0,102710.0
2020/08/30,2184.0,2164889.0,5468190.0,14523640.0,52914334.0,12564653.0,12480062.0,6376883.0,8213575.0,7851939.0,2942197.0,1393606.0,806903.0,168543.0,115973.0
2020/08/31,2184.0,2164889.0,5117490.0,14874340.0,57548249.0,13803086.0,13209277.0,6700725.0,8895738.0,9230442.0,3478419.0,1296645.0,654174.0,157392.0,122351.0
2020/09/01,2184.0,2164889.0,5043868.0,14947962.0,59963632.0,14168658.0,13883461.0,7202048.0,9311445.0,9687314.0,3616188.0,1288693.0,595382.0,130142.0,80301.0
2020/09/02,2184.0,2164889.0,4988234.0,15003596.0,61325161.0,14485831.0,14147070.0,7256314.0,9486261.0,10047187.0,3781220.0,1324591.0,590010.0,126396.0,80281.0
2020/09/03,2184.0,2164889.0,4581402.0,15410428.0,66263795.0,16018842.0,15254412.0,7727816.0,10236197.0,10600012.0,3968735.0,1473748.0,734386.0,151019.0,98628.0
2020/09/04,2184.0,2164889.0,4857668.0,15134162.0,63440543.0,15096991.0,14416335.0,7316514.0,9710595.0,10186615.0,3927568.0,1635899.0,881144.0,175712.0,93170.0
2020/09/05,2184.0,2164889.0,5122182.0,14869648.0,61926195.0,15765061.0,14520312.0,7311322.0,9371305.0,9128293.0,3445547.0,1456578.0,712258.0,132805.0,82714.0
2020/09/06,2184.0,2164889.0,5577164.0,14414666.0,52481652.0,12969357.0,12309269.0,6151106.0,7951269.0,7784556.0,2949618.0,1353500.0,763335.0,146152.0,103490.0
2020/09/07,2184.0,2164889.0,5679566.0,14312264.0,49313639.0,12036481.0,11589112.0,5673662.0,7402185.0,7162819.0,2771620.0,1446689.0,923033.0,191773.0,116265.0
2020/09/08,2184.0,2164889.0,5323420.0,14668410.0,56878971.0,12339585.0,13263550.0,6934109.0,9072275.0,9503665.0,3547876.0,1301984.0,659922.0,149222.0,106783.0
2020/09/09,2184.0,2164889.0,5053540.0,14938290.0,61987197.0,14108802.0,14386535.0,7354550.0,9816973.0,10307300.0,3835806.0,1327753.0,601167.0,140677.0,107634.0
2020/09/10,2184.0,2164889.0,5070846.0,14920984.0,59665171.0,13821037.0,13784691.0,6955424.0,9217673.0,9854830.0,3782030.0,1346292.0,642359.0,150567.0,110268.0
2020/09/11,2184.0,2164889.0,4884552.0,15107278.0,66258063.0,15791923.0,15469793.0,7778300.0,10199254.0,10607498.0,3932735.0,1481359.0,746813.0,146270.0,104118.0
2020/09/12,2184.0,2164889.0,5342252.0,14649578.0,59320268.0,13963287.0,14032153.0,7162738.0,9308779.0,9239543.0,3382313.0,1333972.0,657915.0,138771.0,100797.0
2020/09/13,2184.0,2164889.0,5589653.0,14402177.0,50853316.0,10904855.0,12324776.0,6114645.0,8036188.0,8012191.0,3041240.0,1462355.0,675368.0,155968.0,125730.0
2020/09/14,2184.0,2164889.0,5192468.0,14799362.0,60847351.0,13804211.0,14450346.0,7331968.0,9552252.0,9916325.0,3681908.0,1284278.0,589321.0,133259.0,103483.0
2020/09/15,2184.0,2164889.0,5076438.0,14915392.0,62611000.0,14309803.0,14608042.0,7493691.0,9869497.0,10258258.0,3896195.0,1351107.0,598134.0,131814.0,94459.0
2020/09/16,2184.0,2164889.0,4982782.0,15009048.0,63089294.0,14108548.0,14593263.0,7585241.0,10004051.0,10550500.0,3980754.0,1408136.0,626340.0,135969.0,96492.0
2020/09/17,2184.0,2164889.0,4974238.0,15017592.0,63077927.0,14096373.0,14686876.0,7583078.0,9982833.0,10399322.0,3951826.0,1452092.0,686565.0,145124.0,93838.0
2020/09/18,2184.0,2164889.0,4882894.0,15108936.0,66194250.0,14975127.0,15405611.0,7948458.0,10365015.0,10767167.0,4066065.0,1640887.0,797749.0,146356.0,81815.0
2020/09/19,2184.0,2164889.0,5184602.0,14807228.0,64661654.0,14977673.0,15192838.0,7941503.0,10316308.0,10052079.0,3719148.0,1531647.0,716824.0,133745.0,79889.0
2020/09/20,2184.0,2164889.0,5291375.0,14700455.0,54043814.0,13186278.0,12804652.0,6563526.0,8381074.0,7980728.0,2855676.0,1329392.0,750802.0,128114.0,63572.0
2020/09/21,2184.0,2164889.0,5250240.0,14741590.0,56608556.0,12887662.0,13310762.0,6836936.0,8926294.0,9427952.0,3498082.0,1121122.0,470062.0,91808.0,37876.0
2020/09/22,2184.0,2164889.0,4770277.0,15221553.0,62141282.0,14565230.0,14540136.0,7430932.0,9746328.0,10390474.0,3795018.0,1160506.0,403266.0,81432.0,27960.0
2020/09/23,2184.0,2164889.0,4520530.0,15471300.0,65386896.0,15286182.0,15382676.0,7847660.0,10355122.0,10846682.0,3944592.0,1181930.0,428798.0,84884.0,28370.0
2020/09/24,2184.0,2164889.0,4545701.0,15446129.0,63666626.0,14807352.0,14974498.0,7689066.0,10000916.0,10481002.0,3832798.0,1239106.0,492016.0,109268.0,40604.0
2020/09/25,2184.0,2164889.0,4422659.0,15569171.0,67212354.0,15695918.0,15826746.0,8067564.0,10539430.0,10903702.0,4070890.0,1374624.0,598050.0,104596.0,30834.0
2020/09/26,2184.0,2164889.0,4841512.0,15150318.0,65160126.0,15727152.0,15459888.0,7866392.0,10210714.0,10112362.0,3756610.0,1394436.0,513944.0,87890.0,30738.0
2020/09/27,2184.0,2164889.0,5104262.0,14887568.0,56738890.0,13865946.0,13515240.0,6878854.0,8795342.0,8426688.0,3054224.0,1352796.0,708132.0,110838.0,30830.0
2020/09/28,2184.0,2164889.0,4864979.0,15126851.0,58333350.0,13105418.0,13889722.0,6985704.0,9275414.0,9735544.0,3646496.0,1158054.0,426884.0,82270.0,27844.0
2020/09/29,2184.0,2164889.0,4906583.0,15085247.0,60025459.0,13339785.0,13847006.0,7212828.0,9549341.0,10175742.0,3959712.0,1374655.0,454481.0,82574.0,29335.0
2020/09/30,2184.0,2164889.0,4745377.0,15246453.0,59296495.0,12287394.0,13740092.0,7010808.0,9549627.0,10375376.0,4173717.0,1542865.0,505166.0,82330.0,29120.0
2020/10/01,2184.0,2164889.0,4634811.0,15357019.0,60423665.0,13071542.0,14247824.0,7309587.0,9612108.0,10183779.0,3905981.0,1412813.0,547835.0,96945.0,35251.0
2020/10/02,2184.0,2164889.0,4782883.0,15208947.0,59795770.0,13264312.0,14124918.0,7358014.0,9549680.0,9707122.0,3637336.0,1371804.0,654246.0,100268.0,28070.0
2020/10/03,2184.0,2164889.0,5224618.0,14767212.0,57884166.0,12689901.0,13732025.0,7223616.0,9397855.0,9219788.0,3495809.0,1437047.0,581426.0,78341.0,28358.0
2020/10/04,2184.0,2164889.0,5552224.0,14439606.0,49655633.0,11007550.0,12147546.0,6206151.0,7958782.0,7459107.0,2716609.0,1318420.0,706643.0,103870.0,30955.0
2020/10/05,2184.0,2164889.0,5475926.0,14515904.0,55753379.0,12208341.0,13187562.0,6696392.0,8787356.0,9221255.0,3629432.0,1376546.0,540008.0,79276.0,27211.0
2020/10/06,2184.0,2164889.0,4988040.0,15003790.0,59420462.0,12783945.0,13982153.0,7200275.0,9473501.0,9976420.0,3921362.0,1460906.0,520840.0,77135.0,23925.0
2020/10/07,2184.0,2164889.0,4796392.0,15195438.0,63169107.0,13658887.0,14652679.0,7616414.0,10133570.0,10797047.0,4187954.0,1490846.0,523020.0,82166.0,26524.0
2020/10/08,2184.0,2164889.0,4969594.0,15022236.0,58339477.0,12685626.0,13375285.0,6993460.0,9257216.0,9937774.0,3957583.0,1470210.0,544840.0,89163.0,28320.0
2020/10/09,2184.0,2164889.0,4903640.0,15088190.0,62901446.0,13582810.0,14602565.0,7569074.0,9952895.0,10608113.0,4170039.0,1660181.0,642384.0,89556.0,23829.0
2020/10/10,2184.0,2164889.0,5343794.0,14648036.0,58286387.0,12642249.0,13576001.0,7131105.0,9330505.0,9518477.0,3798003.0,1598919.0,593260.0,74877.0,22991.0
2020/10/11,2184.0,2164889.0,5455704.0,14536126.0,50945061.0,11247044.0,12026307.0,6159386.0,8015536.0,7908687.0,3115677.0,1610936.0,745429.0,97393.0,18666.0
2020/10/12,2184.0,2164889.0,5149804.0,14842026.0,56621498.0,12570157.0,13279142.0,6785443.0,8788128.0,9394032.0,3679074.0,1440655.0,577612.0,87264.0,19991.0
2020/10/13,2184.0,2164889.0,4914136.0,15077694.0,59288012.0,13226206.0,13668603.0,7100854.0,9258758.0,10006137.0,3916575.0,1447034.0,553706.0,84644.0,25495.0
2020/10/14,2184.0,2164889.0,4824096.0,15167734.0,59077838.0,13072911.0,13700276.0,7022338.0,9251254.0,9958077.0,3917096.0,1475429.0,552154.0,95223.0,33080.0
2020/10/15,2184.0,2164889.0,4993486.0,14998344.0,54122700.0,11313002.0,12504010.0,6412631.0,8572350.0,9320232.0,3746296.0,1497949.0,609383.0,108584.0,38263.0
2020/10/16,2184.0,2164889.0,4660750.0,15331080.0,61806735.0,13495815.0,14428252.0,7396408.0,9756550.0,10242607.0,4037125.0,1646890.0,657158.0,106308.0,39622.0
2020/10/17,2184.0,2164889.0,5124532.0,14867298.0,57887210.0,12839693.0,13636312.0,7154970.0,9228144.0,9212566.0,3536489.0,1536539.0,608576.0,97655.0,36266.0
2020/10/18,2184.0,2164889.0,5405416.0,14586414.0,48942027.0,10579668.0,11807560.0,6065384.0,7775470.0,7539215.0,2886482.0,1448433.0,702218.0,104930.0,32667.0
2020/10/19,2184.0,2164889.0,4943684.0,15048146.0,57488990.0,12631585.0,13397028.0,6884429.0,8983797.0,9645714.0,3827734.0,1452124.0,546252.0,87215.0,33112.0
2020/10/20,2184.0,2164889.0,5106072.0,14885758.0,56638341.0,12251902.0,13030302.0,6767188.0,8997863.0,9676930.0,3864188.0,1421994.0,514774.0,81348.0,31852.0
2020/10/21,2184.0,2164889.0,5077576.0,14914254.0,56798578.0,12237520.0,13223455.0,6798972.0,8857183.0,9672250.0,3870659.0,1464259.0,552488.0,88932.0,32860.0
2020/10/22,2184.0,2164889.0,4938560.0,15053270.0,57391180.0,12233117.0,13440986.0,6800473.0,9119085.0,9744509.0,3834780.0,1491186.0,598494.0,96906.0,31644.0
2020/10/23,2184.0,2164889.0,4637878.0,15353952.0,63064830.0,13927590.0,14826434.0,7557186.0,9899424.0,10340775.0,4078176.0,1649957.0,654795.0,97908.0,32585.0
2020/10/24,2184.0,2164889.0,5081616.0,14910214.0,62122668.0,14007682.0,15064778.0,7720921.0,9925141.0,9651742.0,3637134.0,1470775.0,541780.0,76339.0,26376.0
